シート種別,事業年度,予算事業ID,事業名,府省庁の建制順,政策所管府省庁,府省庁,局・庁,部,課,室,班,係,支出先ブロック番号,支出先ブロック名,支出先の数,事業を行う上での役割,ブロックの合計支出額,支出先名,法人番号,所在地,法人種別,その他支出先,支出先の合計支出額,契約概要,金額,契約方式等,具体的な契約方式等,入札者数,落札率,一者応札・一者応募又は競争性のない随意契約となった理由及び改善策（支出額10億円以上）,その他の契約
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,A,,,,,株式会社ＮＴＴデータ,6010601062093 ,東京都江東区豊洲３丁目３番３号,301,FALSE,,第一期政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Lite）の調達（平成30年度導入済機器・ソフトウェアに係る令和５年度の賃貸借並びに平成30年度導入済機器・ソフトウェア及び平成31年度導入済機器・ソフトウェアに係る令和６年度の賃貸借）,138847000 ,随意契約（その他）,,0,0,現行稼動している機器を交換する場合は著しい支障が生じるおそれがあることから、同一機器を継続して使用するため同社と随意契約を行った。,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,A,,,,,株式会社ＮＴＴデータ,6010601062093 ,東京都江東区豊洲３丁目３番３号,301,FALSE,,政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Lite）の調達（平成31 年度後半-平成32 年度前半移行対象システム用等）,120326000 ,国庫債務負担行為等,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,A,,,,,ＮＥＣネッツエスアイ株式会社,6010001135680 ,東京都港区芝浦３丁目９番１４号,301,FALSE,21041000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,A,,,,,ＮＥＣネッツエスアイ株式会社,6010001135680 ,東京都港区芝浦３丁目９番１４号,301,FALSE,,第一期政府共通プラットフォームの整備に係る回線賃貸借の調達（首都拠点と西日本拠点とを接続するデータ転送用専用回線（平成29 年度調達案件の継続））,21041000 ,随意契約（その他）,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,B,株式会社ＮＴＴデータ,1,システム運用・保守,2105314000 ,,,,,,,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,B,,,,,株式会社ＮＴＴデータ,6010601062093 ,東京都江東区豊洲３丁目３番３号,301,FALSE,2105314000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,B,,,,,株式会社ＮＴＴデータ,6010601062093 ,東京都江東区豊洲３丁目３番３号,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度及び令和６年度）,1841580000 ,一般競争契約（総合評価）,,1,95.7,下見積もり提出業者に入札しなかった理由を確認したところ、社内検討した結果入札参加を見送ったとの回答があった。,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,B,,,,,株式会社ＮＴＴデータ,6010601062093 ,東京都江東区豊洲３丁目３番３号,301,FALSE,,政府共通プラットフォーム認証サービス更改に係る設計・開発及び運用作業等の請負,263734000 ,国庫債務負担行為等,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,関西電力株式会社ほか,21,庁舎管理等,76346000 ,,,,,,,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,その他,,,,TRUE,1346000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,その他,,,,TRUE,,庁舎等に係る維持管理経費（電気設備保守）,514000 ,その他,合庁分担金,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,その他,,,,TRUE,,アスベスト含有調査業務,363000 ,随意契約（少額）,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,その他,,,,TRUE,,庁舎等に係る維持管理経費（ゴンドラ保守）,144000 ,その他,合庁分担金,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,その他,,,,TRUE,,庁舎等に係る維持管理経費（消火設備保守）,136000 ,その他,合庁分担金,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,その他,,,,TRUE,,庁舎等に係る維持管理経費（水道料）,92000 ,その他,合庁分担金,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,その他,,,,TRUE,,西日本拠点電話料,41000 ,その他,長期継続契約,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,その他,,,,TRUE,,庁舎等に係る維持管理経費（エレベーター保守）,23000 ,その他,合庁分担金,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,その他,,,,TRUE,,USBの購入,19000 ,随意契約（少額）,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,その他,,,,TRUE,,政府共通プラットフォームの運用に係るドメイン管理業務,6000 ,随意契約（少額）,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,その他,,,,TRUE,,職員認証サービスに係るドメイン管理業務,6000 ,随意契約（少額）,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,その他,,,,TRUE,,東日本拠点電話料,1000 ,その他,長期継続契約,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,その他,,,,TRUE,,庁舎等に係る維持管理経費（塵芥処理）,1000 ,その他,合庁分担金,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,アズビル株式会社,9010001096367 ,東京都千代田区丸の内２丁目７番３号,301,FALSE,2761000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,アズビル株式会社,9010001096367 ,東京都千代田区丸の内２丁目７番３号,301,FALSE,,デジタル庁作業室照明変更作業の請負,990000 ,随意契約（少額）,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,アズビル株式会社,9010001096367 ,東京都千代田区丸の内２丁目７番３号,301,FALSE,,デジタル庁執務室照明変更作業の請負,825000 ,随意契約（少額）,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,アズビル株式会社,9010001096367 ,東京都千代田区丸の内２丁目７番３号,301,FALSE,,デジタル庁機械室照明器具変更作業の請負,715000 ,随意契約（少額）,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,アズビル株式会社,9010001096367 ,東京都千代田区丸の内２丁目７番３号,301,FALSE,,政府共通ＰＦ運用管理室空調ドレン清掃作業に係る請負,231000 ,随意契約（少額）,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,アールイーマネジメント株式会社,2120001185727 ,大阪府大阪市中央区淡路町３丁目２番８号,301,FALSE,8525000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,アールイーマネジメント株式会社,2120001185727 ,大阪府大阪市中央区淡路町３丁目２番８号,301,FALSE,,原状回復工事実施設計業務,8525000 ,一般競争契約（最低価格）,,3,71.9,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,セコム株式会社,6011001035920 ,東京都渋谷区神宮前１丁目５番１号,301,FALSE,719000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,セコム株式会社,6011001035920 ,東京都渋谷区神宮前１丁目５番１号,301,FALSE,,令和５年度運用管理室遠隔監視機器一式の保守作業に係る請負,647000 ,随意契約（少額）,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,セコム株式会社,6011001035920 ,東京都渋谷区神宮前１丁目５番１号,301,FALSE,,監視カメラシステム全撤去作業に係る請負,72000 ,随意契約（少額）,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,国土交通省航空局,2000012100001 ,,,FALSE,1337000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,国土交通省航空局,2000012100001 ,,,FALSE,,西日本拠点国有財産土地使用料,1328000 ,その他,国有財産使用料,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,国土交通省航空局,2000012100001 ,,,FALSE,,西日本拠点国有財産建物使用料,9000 ,その他,国有財産使用料,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,東芝テクノシステム株式会社,,東京都千代田区神田須田町２丁目７番２号,301,FALSE,570000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,東芝テクノシステム株式会社,,東京都千代田区神田須田町２丁目７番２号,301,FALSE,,庁舎等に係る維持管理経費（給排水設備保守・空気調和設備保守）,570000 ,その他,合庁分担金,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,株式会社ハヤシハウジング,6120101005806 ,大阪府堺市東区日置荘田中町３５２番地２,301,FALSE,862000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,株式会社ハヤシハウジング,6120101005806 ,大阪府堺市東区日置荘田中町３５２番地２,301,FALSE,,令和５年度西日本拠点清掃作業,555000 ,随意契約（少額）,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,株式会社ハヤシハウジング,6120101005806 ,大阪府堺市東区日置荘田中町３５２番地２,301,FALSE,,庁舎等に係る維持管理経費（窓ガラス清掃・清掃）,307000 ,その他,合庁分担金,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,株式会社日総建,2011001108052 ,東京都渋谷区幡ヶ谷１丁目３４番１４号,301,FALSE,992000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,株式会社日総建,2011001108052 ,東京都渋谷区幡ヶ谷１丁目３４番１４号,301,FALSE,,原状回復工事実施設計等に係る調達支援業務,992000 ,随意契約（少額）,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,都市環境整美株式会社,6011101014452 ,東京都新宿区西新宿１丁目２５番１号,301,FALSE,5235000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,都市環境整美株式会社,6011101014452 ,東京都新宿区西新宿１丁目２５番１号,301,FALSE,,庁舎等に係る維持管理経費（庁舎警備）,5235000 ,その他,合庁分担金,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,関西電力株式会社,3120001059632 ,大阪府大阪市北区中之島３丁目６番１６号,301,FALSE,38195000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,関西電力株式会社,3120001059632 ,大阪府大阪市北区中之島３丁目６番１６号,301,FALSE,,庁舎等に係る維持管理経費（電気料）,38195000 ,その他,合庁分担金,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,ＮＴＴアノードエナジー株式会社,1010001201446 ,東京都港区芝浦３丁目４番１号,301,FALSE,15804000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,ＮＴＴアノードエナジー株式会社,1010001201446 ,東京都港区芝浦３丁目４番１号,301,FALSE,,令和５年度建物設備維持管理業務,15730000 ,随意契約（不落・不調）,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,C,,,,,ＮＴＴアノードエナジー株式会社,1010001201446 ,東京都港区芝浦３丁目４番１号,301,FALSE,,真空遮断器精密点検に伴う停電作業立会い,74000 ,随意契約（少額）,,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,富士通株式会社ほか,5,機器・ソフトウェア等の貸付,6046711000 ,,,,,,,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,富士通株式会社,1020001071491 ,神奈川県川崎市中原区上小田中４丁目１番１号,301,FALSE,2774559000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,富士通株式会社,1020001071491 ,神奈川県川崎市中原区上小田中４丁目１番１号,301,FALSE,,第一期政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Standard）の調達（平成24 年度～平成 30 年度及び令和２年度導入済機器・ソフトウェアに係る令和５年度の賃貸借並びに平成24 年度～令和２年度導入済機器に係る令和６年度の賃貸借及び令和６年度の撤去）,1450143000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,富士通株式会社,1020001071491 ,神奈川県川崎市中原区上小田中４丁目１番１号,301,FALSE,,政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Standard）の調達（平成31 年度後半-平成32 年度前半移行対象システム用等）,997239000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,富士通株式会社,1020001071491 ,神奈川県川崎市中原区上小田中４丁目１番１号,301,FALSE,,政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Standard）の調達（令和2年度後半-令和3年度前半リソース変更対象システム用等）,327177000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,日本電気株式会社,7010401022916 ,東京都港区芝５丁目７番１号,301,FALSE,1123188000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,日本電気株式会社,7010401022916 ,東京都港区芝５丁目７番１号,301,FALSE,,第一期政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Standard）の調達（平成24 年度～平成 30 年度及び令和２年度導入済機器・ソフトウェアに係る令和５年度の賃貸借並びに平成24 年度～令和２年度導入済機器に係る令和６年度の賃貸借及び令和６年度の撤去）,410464000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,日本電気株式会社,7010401022916 ,東京都港区芝５丁目７番１号,301,FALSE,,政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Standard）の調達（平成31 年度後半-平成32 年度前半移行対象システム用等）,361317000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,日本電気株式会社,7010401022916 ,東京都港区芝５丁目７番１号,301,FALSE,,政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Standard）の調達（令和2年度後半-令和3年度前半リソース変更対象システム用等）,292482000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,日本電気株式会社,7010401022916 ,東京都港区芝５丁目７番１号,301,FALSE,,第一期政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Lite）の調達（平成30年度導入済機器・ソフトウェアに係る令和５年度の賃貸借並びに平成30年度導入済機器・ソフトウェア及び平成31年度導入済機器・ソフトウェアに係る令和６年度の賃貸借）,39917000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,日本電気株式会社,7010401022916 ,東京都港区芝５丁目７番１号,301,FALSE,,政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Lite）の調達（平成31 年度後半-平成32 年度前半移行対象システム用等）,19008000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,株式会社ＮＴＴデータ,6010601062093 ,東京都江東区豊洲３丁目３番３号,301,FALSE,2053302000 ,,,,,,,,
